date,description,price
2020-09-14,heating oil,1.04
2020-09-15,heating oil,1.05
2020-09-16,heating oil,1.06
2020-09-17,heating oil,1.11
2020-09-18,heating oil,1.10
2020-09-19,heating oil,
2020-09-20,heating oil,
2020-09-21,heating oil,1.07
2020-09-22,heating oil,1.05
2020-09-23,heating oil,1.04
2020-09-24,heating oil,1.05
2020-09-25,heating oil,1.07
2020-09-26,heating oil,
2020-09-27,heating oil,
2020-09-28,heating oil,1.08
2020-09-29,heating oil,1.06
2020-09-30,heating oil,1.10
2020-10-01,heating oil,1.08
2020-10-02,heating oil,1.04
2020-10-03,heating oil,
2020-10-04,heating oil,
2020-10-05,heating oil,1.10
2020-10-06,heating oil,1.14
2020-10-07,heating oil,1.12
2020-10-08,heating oil,1.15
2020-10-09,heating oil,1.15
2020-10-10,heating oil,
2020-10-11,heating oil,
2020-10-12,heating oil,1.12
2020-10-13,heating oil,1.12
2020-10-14,heating oil,1.15
2020-10-15,heating oil,1.15
2020-10-16,heating oil,1.13
2020-10-17,heating oil,
2020-10-18,heating oil,
2020-10-19,heating oil,1.10
2020-10-20,heating oil,1.11
2020-10-21,heating oil,1.08
2020-10-22,heating oil,1.10
2020-10-23,heating oil,1.09
2020-10-24,heating oil,
2020-10-25,heating oil,
2020-10-26,heating oil,1.07
2020-10-27,heating oil,1.10
2020-10-28,heating oil,1.06
2020-10-29,heating oil,1.03
2020-10-30,heating oil,1.02
2020-10-31,heating oil,
2020-11-01,heating oil,
2020-11-02,heating oil,1.05
2020-11-03,heating oil,1.07
2020-11-04,heating oil,1.10
2020-11-05,heating oil,1.09
2020-11-06,heating oil,1.06
2020-11-07,heating oil,
2020-11-08,heating oil,
2020-11-09,heating oil,1.13
2020-11-10,heating oil,1.16
2020-11-11,heating oil,1.16
2020-11-12,heating oil,1.14
2020-11-13,heating oil,1.11
2020-11-14,heating oil,
2020-11-15,heating oil,
2020-11-16,heating oil,1.13
2020-11-17,heating oil,1.14
2020-11-18,heating oil,1.18
2020-11-19,heating oil,1.20
2020-11-20,heating oil,1.21
2020-11-21,heating oil,
2020-11-22,heating oil,
2020-11-23,heating oil,1.23
2020-11-24,heating oil,1.28
2020-11-25,heating oil,1.31
2020-11-26,heating oil,
2020-11-27,heating oil,
2020-11-28,heating oil,
2020-11-29,heating oil,
2020-11-30,heating oil,1.29
2020-12-01,heating oil,1.29
2020-12-02,heating oil,1.31
2020-12-03,heating oil,1.31
2020-12-04,heating oil,1.32
2020-12-05,heating oil,
2020-12-06,heating oil,
2020-12-07,heating oil,1.32
2020-12-08,heating oil,1.33
2020-12-09,heating oil,1.32
2020-12-10,heating oil,1.36
2020-12-11,heating oil,1.35
2020-12-12,heating oil,
2020-12-13,heating oil,
2020-12-14,heating oil,1.37
2020-12-15,heating oil,1.37
2020-12-16,heating oil,1.39
2020-12-17,heating oil,1.41
2020-12-18,heating oil,1.43
2020-12-19,heating oil,
2020-12-20,heating oil,
2020-12-21,heating oil,1.39
2020-12-22,heating oil,1.38
2020-12-23,heating oil,1.41
2020-12-24,heating oil,1.41
2020-12-25,heating oil,
2020-12-26,heating oil,
2020-12-27,heating oil,
2020-12-28,heating oil,1.39
2020-12-29,heating oil,1.40
2020-12-30,heating oil,1.40
2020-12-31,heating oil,1.40
2021-01-01,heating oil,
2021-01-02,heating oil,
2021-01-03,heating oil,
2021-01-04,heating oil,1.36
2021-01-05,heating oil,1.43
2021-01-06,heating oil,1.44
2021-01-07,heating oil,1.44
2021-01-08,heating oil,1.48
2021-01-09,heating oil,
2021-01-10,heating oil,
2021-01-11,heating oil,1.47
2021-01-12,heating oil,1.50
2021-01-13,heating oil,1.50
2021-01-14,heating oil,1.53
2021-01-15,heating oil,1.49
2021-01-16,heating oil,
2021-01-17,heating oil,
2021-01-18,heating oil,
2021-01-19,heating oil,1.50
2021-01-20,heating oil,1.50
2021-01-21,heating oil,1.50
2021-01-22,heating oil,1.48
2021-01-23,heating oil,
2021-01-24,heating oil,
2021-01-25,heating oil,1.49
2021-01-26,heating oil,1.49
2021-01-27,heating oil,1.49
2021-01-28,heating oil,1.48
2021-01-29,heating oil,1.49
2021-01-30,heating oil,
2021-01-31,heating oil,
2021-02-01,heating oil,1.54
2021-02-02,heating oil,1.55
2021-02-03,heating oil,1.57
2021-02-04,heating oil,1.59
2021-02-05,heating oil,1.59
2021-02-06,heating oil,
2021-02-07,heating oil,
2021-02-08,heating oil,1.63
2021-02-09,heating oil,1.63
2021-02-10,heating oil,1.64
2021-02-11,heating oil,1.63
2021-02-12,heating oil,1.66
2021-02-13,heating oil,
2021-02-14,heating oil,
2021-02-15,heating oil,
2021-02-16,heating oil,1.70
2021-02-17,heating oil,1.73
2021-02-18,heating oil,1.71
2021-02-19,heating oil,1.70
2021-02-20,heating oil,
2021-02-21,heating oil,
2021-02-22,heating oil,1.75
2021-02-23,heating oil,1.79
2021-02-24,heating oil,1.83
2021-02-25,heating oil,1.77
2021-02-26,heating oil,1.72
2021-02-27,heating oil,
2021-02-28,heating oil,
2021-03-01,heating oil,1.70
2021-03-02,heating oil,1.68
2021-03-03,heating oil,1.71
2021-03-04,heating oil,1.77
2021-03-05,heating oil,1.81
2021-03-06,heating oil,
2021-03-07,heating oil,
2021-03-08,heating oil,1.76
2021-03-09,heating oil,1.75
2021-03-10,heating oil,1.77
2021-03-11,heating oil,1.82
2021-03-12,heating oil,1.81
2021-03-13,heating oil,
2021-03-14,heating oil,
2021-03-15,heating oil,1.79
2021-03-16,heating oil,1.76
2021-03-17,heating oil,1.73
2021-03-18,heating oil,1.60
2021-03-19,heating oil,1.67
2021-03-20,heating oil,
2021-03-21,heating oil,
2021-03-22,heating oil,1.68
2021-03-23,heating oil,1.59
2021-03-24,heating oil,1.67
2021-03-25,heating oil,1.59
2021-03-26,heating oil,1.65
2021-03-27,heating oil,
2021-03-28,heating oil,
2021-03-29,heating oil,1.65
2021-03-30,heating oil,1.64
2021-03-31,heating oil,1.62
2021-04-01,heating oil,1.67
2021-04-02,heating oil,
2021-04-03,heating oil,
2021-04-04,heating oil,
2021-04-05,heating oil,1.62
2021-04-06,heating oil,1.65
2021-04-07,heating oil,1.66
2021-04-08,heating oil,1.66
2021-04-09,heating oil,1.66
2021-04-10,heating oil,
2021-04-11,heating oil,
2021-04-12,heating oil,1.66
2021-04-13,heating oil,1.67
2021-04-14,heating oil,1.73
2021-04-15,heating oil,1.75
2021-04-16,heating oil,1.74
2021-04-17,heating oil,
2021-04-18,heating oil,
2021-04-19,heating oil,1.74
2021-04-20,heating oil,1.72
2021-04-21,heating oil,1.69
2021-04-22,heating oil,1.70
2021-04-23,heating oil,1.71
2021-04-24,heating oil,
2021-04-25,heating oil,
2021-04-26,heating oil,1.72
2021-04-27,heating oil,1.75
2021-04-28,heating oil,1.77
2021-04-29,heating oil,1.79
2021-04-30,heating oil,1.74
2021-05-01,heating oil,
2021-05-02,heating oil,
2021-05-03,heating oil,1.77
2021-05-04,heating oil,1.83
2021-05-05,heating oil,1.82
2021-05-06,heating oil,1.82
2021-05-07,heating oil,1.83
2021-05-08,heating oil,
2021-05-09,heating oil,
2021-05-10,heating oil,1.84
2021-05-11,heating oil,1.86
2021-05-12,heating oil,1.89
2021-05-13,heating oil,1.81
2021-05-14,heating oil,1.85
2021-05-15,heating oil,
2021-05-16,heating oil,
2021-05-17,heating oil,1.88
2021-05-18,heating oil,1.86
2021-05-19,heating oil,1.82
2021-05-20,heating oil,1.77
2021-05-21,heating oil,1.80
2021-05-22,heating oil,
2021-05-23,heating oil,
2021-05-24,heating oil,1.84
2021-05-25,heating oil,1.83
2021-05-26,heating oil,1.86
2021-05-27,heating oil,1.87
2021-05-28,heating oil,1.85
2021-05-29,heating oil,
2021-05-30,heating oil,
2021-05-31,heating oil,
2021-06-01,heating oil,1.89
2021-06-02,heating oil,1.89
2021-06-03,heating oil,1.88
2021-06-04,heating oil,1.89
2021-06-05,heating oil,
2021-06-06,heating oil,
2021-06-07,heating oil,1.89
2021-06-08,heating oil,1.92
2021-06-09,heating oil,1.90
2021-06-10,heating oil,1.91
2021-06-11,heating oil,1.89
2021-06-12,heating oil,
2021-06-13,heating oil,
2021-06-14,heating oil,1.89
2021-06-15,heating oil,1.90
2021-06-16,heating oil,1.87
2021-06-17,heating oil,1.85
2021-06-18,heating oil,1.87
2021-06-19,heating oil,
2021-06-20,heating oil,
2021-06-21,heating oil,1.91
2021-06-22,heating oil,1.94
2021-06-23,heating oil,1.99
2021-06-24,heating oil,2.00
2021-06-25,heating oil,1.96
2021-06-26,heating oil,
2021-06-27,heating oil,
2021-06-28,heating oil,1.93
2021-06-29,heating oil,1.94
2021-06-30,heating oil,1.94
2021-07-01,heating oil,1.96
2021-07-02,heating oil,1.99
2021-07-03,heating oil,
2021-07-04,heating oil,
2021-07-05,heating oil,
2021-07-06,heating oil,1.93
2021-07-07,heating oil,1.90
2021-07-08,heating oil,1.94
2021-07-09,heating oil,1.96
2021-07-10,heating oil,
2021-07-11,heating oil,
2021-07-12,heating oil,1.98
2021-07-13,heating oil,2.01
2021-07-14,heating oil,1.96
2021-07-15,heating oil,1.93
2021-07-16,heating oil,1.93
2021-07-17,heating oil,
2021-07-18,heating oil,
2021-07-19,heating oil,1.81
2021-07-20,heating oil,1.84
2021-07-21,heating oil,1.91
2021-07-22,heating oil,1.95
2021-07-23,heating oil,1.96
2021-07-24,heating oil,
2021-07-25,heating oil,
2021-07-26,heating oil,1.98
2021-07-27,heating oil,1.96
2021-07-28,heating oil,1.97
2021-07-29,heating oil,2.01
2021-07-30,heating oil,2.03
2021-07-31,heating oil,
2021-08-01,heating oil,
2021-08-02,heating oil,1.98
2021-08-03,heating oil,1.94
2021-08-04,heating oil,1.88
2021-08-05,heating oil,1.91
2021-08-06,heating oil,1.88
2021-08-07,heating oil,
2021-08-08,heating oil,
2021-08-09,heating oil,1.85
2021-08-10,heating oil,1.88
2021-08-11,heating oil,1.91
2021-08-12,heating oil,1.90
2021-08-13,heating oil,1.86
2021-08-14,heating oil,
2021-08-15,heating oil,
2021-08-16,heating oil,1.85
2021-08-17,heating oil,1.84
2021-08-18,heating oil,1.80
2021-08-19,heating oil,1.77
2021-08-20,heating oil,1.70
2021-08-21,heating oil,
2021-08-22,heating oil,
2021-08-23,heating oil,1.79
2021-08-24,heating oil,1.86
2021-08-25,heating oil,1.94
2021-08-26,heating oil,1.91
2021-08-27,heating oil,1.93
2021-08-28,heating oil,
2021-08-29,heating oil,
2021-08-30,heating oil,1.96
2021-08-31,heating oil,1.97
2021-09-01,heating oil,1.96
2021-09-02,heating oil,2.00
2021-09-03,heating oil,2.00
2021-09-04,heating oil,
2021-09-05,heating oil,
2021-09-06,heating oil,
2021-09-07,heating oil,1.96
2021-09-08,heating oil,1.97
2021-09-09,heating oil,1.95
2021-09-10,heating oil,1.98
2021-09-11,heating oil,
2021-09-12,heating oil,
2021-09-13,heating oil,2.00
2021-09-14,heating oil,2.00
2021-09-15,heating oil,2.05
2021-09-16,heating oil,2.05
2021-09-17,heating oil,2.05
2021-09-18,heating oil,
2021-09-19,heating oil,
2021-09-20,heating oil,2.01
2021-09-21,heating oil,2.04
2021-09-22,heating oil,2.07
2021-09-23,heating oil,2.11
2021-09-24,heating oil,2.14
2021-09-25,heating oil,
2021-09-26,heating oil,
2021-09-27,heating oil,2.18
2021-09-28,heating oil,2.17
2021-09-29,heating oil,2.20
2021-09-30,heating oil,2.23
2021-10-01,heating oil,2.27
2021-10-02,heating oil,
2021-10-03,heating oil,
2021-10-04,heating oil,2.32
2021-10-05,heating oil,2.36
2021-10-06,heating oil,2.30
2021-10-07,heating oil,2.33
2021-10-08,heating oil,2.34
2021-10-09,heating oil,
2021-10-10,heating oil,
2021-10-11,heating oil,2.39
2021-10-12,heating oil,2.38
2021-10-13,heating oil,2.40
2021-10-14,heating oil,2.45
2021-10-15,heating oil,2.44
2021-10-16,heating oil,
2021-10-17,heating oil,
2021-10-18,heating oil,2.41
2021-10-19,heating oil,2.42
2021-10-20,heating oil,2.45
2021-10-21,heating oil,2.42
2021-10-22,heating oil,2.41
2021-10-23,heating oil,
2021-10-24,heating oil,
2021-10-25,heating oil,2.43
2021-10-26,heating oil,2.44
2021-10-27,heating oil,2.37
2021-10-28,heating oil,2.36
2021-10-29,heating oil,2.34
2021-10-30,heating oil,
2021-10-31,heating oil,
2021-11-01,heating oil,2.36
2021-11-02,heating oil,2.41
2021-11-03,heating oil,2.33
2021-11-04,heating oil,2.28
2021-11-05,heating oil,2.32
2021-11-06,heating oil,
2021-11-07,heating oil,
2021-11-08,heating oil,2.34
2021-11-09,heating oil,2.37
2021-11-10,heating oil,2.31
2021-11-11,heating oil,2.30
2021-11-12,heating oil,2.27
2021-11-13,heating oil,
2021-11-14,heating oil,
2021-11-15,heating oil,2.27
2021-11-16,heating oil,2.30
2021-11-17,heating oil,2.23
2021-11-18,heating oil,2.25
2021-11-19,heating oil,2.15
2021-11-20,heating oil,
2021-11-21,heating oil,
2021-11-22,heating oil,2.18
2021-11-23,heating oil,2.25
2021-11-24,heating oil,2.23
2021-11-25,heating oil,
2021-11-26,heating oil,
2021-11-27,heating oil,
2021-11-28,heating oil,
2021-11-29,heating oil,2.00
2021-11-30,heating oil,1.92
2021-12-01,heating oil,1.93
2021-12-02,heating oil,1.97
2021-12-03,heating oil,1.96
2021-12-04,heating oil,
2021-12-05,heating oil,
2021-12-06,heating oil,2.04
2021-12-07,heating oil,2.09
2021-12-08,heating oil,2.13
2021-12-09,heating oil,2.10
2021-12-10,heating oil,2.12
2021-12-11,heating oil,
2021-12-12,heating oil,
2021-12-13,heating oil,2.10
2021-12-14,heating oil,2.07
2021-12-15,heating oil,2.09
2021-12-16,heating oil,2.10
2021-12-17,heating oil,2.07
2021-12-18,heating oil,
2021-12-19,heating oil,
2021-12-20,heating oil,2.07
2021-12-21,heating oil,2.14
2021-12-22,heating oil,2.19
2021-12-23,heating oil,2.21
2021-12-24,heating oil,
2021-12-25,heating oil,
2021-12-26,heating oil,
2021-12-27,heating oil,2.24
2021-12-28,heating oil,2.25
2021-12-29,heating oil,2.26
2021-12-30,heating oil,2.26
2021-12-31,heating oil,2.21
2022-01-01,heating oil,
2022-01-02,heating oil,
2022-01-03,heating oil,2.25
2022-01-04,heating oil,2.28
2022-01-05,heating oil,2.30
2022-01-06,heating oil,2.35
2022-01-07,heating oil,2.37
2022-01-08,heating oil,
2022-01-09,heating oil,
2022-01-10,heating oil,2.37
2022-01-11,heating oil,2.44
2022-01-12,heating oil,2.47
2022-01-13,heating oil,2.47
2022-01-14,heating oil,2.51
2022-01-15,heating oil,
2022-01-16,heating oil,
2022-01-17,heating oil,
2022-01-18,heating oil,2.57
2022-01-19,heating oil,2.55
2022-01-20,heating oil,2.51
2022-01-21,heating oil,2.55
2022-01-22,heating oil,
2022-01-23,heating oil,
2022-01-24,heating oil,2.52
2022-01-25,heating oil,2.54
2022-01-26,heating oil,2.61
2022-01-27,heating oil,2.70
2022-01-28,heating oil,2.66
2022-01-29,heating oil,
2022-01-30,heating oil,
2022-01-31,heating oil,2.61
2022-02-01,heating oil,2.65
2022-02-02,heating oil,2.67
2022-02-03,heating oil,2.75
2022-02-04,heating oil,2.78
2022-02-05,heating oil,
2022-02-06,heating oil,
2022-02-07,heating oil,2.78
2022-02-08,heating oil,2.73
2022-02-09,heating oil,2.76
2022-02-10,heating oil,2.75
2022-02-11,heating oil,2.86
2022-02-12,heating oil,
2022-02-13,heating oil,
2022-02-14,heating oil,2.88
2022-02-15,heating oil,2.78
2022-02-16,heating oil,2.68
2022-02-17,heating oil,2.67
2022-02-18,heating oil,2.66
2022-02-19,heating oil,
2022-02-20,heating oil,
2022-02-21,heating oil,
2022-02-22,heating oil,2.65
2022-02-23,heating oil,2.67
2022-02-24,heating oil,2.74
2022-02-25,heating oil,2.70
2022-02-26,heating oil,
2022-02-27,heating oil,
2022-02-28,heating oil,2.85
2022-03-01,heating oil,3.14
2022-03-02,heating oil,3.49
2022-03-03,heating oil,3.46
2022-03-04,heating oil,3.74
2022-03-05,heating oil,
2022-03-06,heating oil,
2022-03-07,heating oil,3.94
2022-03-08,heating oil,4.47
2022-03-09,heating oil,3.58
2022-03-10,heating oil,3.33
2022-03-11,heating oil,3.44
2022-03-12,heating oil,
2022-03-13,heating oil,
2022-03-14,heating oil,3.27
2022-03-15,heating oil,3.01
2022-03-16,heating oil,3.12
2022-03-17,heating oil,3.49
2022-03-18,heating oil,3.63
2022-03-19,heating oil,
2022-03-20,heating oil,
2022-03-21,heating oil,3.83
2022-03-22,heating oil,3.83
2022-03-23,heating oil,4.09
2022-03-24,heating oil,4.16
2022-03-25,heating oil,4.05
2022-03-26,heating oil,
2022-03-27,heating oil,
2022-03-28,heating oil,3.70
2022-03-29,heating oil,3.65
2022-03-30,heating oil,3.67
2022-03-31,heating oil,3.55
2022-04-01,heating oil,3.34
2022-04-02,heating oil,
2022-04-03,heating oil,
2022-04-04,heating oil,3.75
2022-04-05,heating oil,3.55
2022-04-06,heating oil,3.48
2022-04-07,heating oil,3.41
2022-04-08,heating oil,3.45
2022-04-09,heating oil,
2022-04-10,heating oil,
2022-04-11,heating oil,3.40
2022-04-12,heating oil,3.59
2022-04-13,heating oil,3.85
2022-04-14,heating oil,3.97
2022-04-15,heating oil,
2022-04-16,heating oil,
2022-04-17,heating oil,
2022-04-18,heating oil,3.99
2022-04-19,heating oil,3.97
2022-04-20,heating oil,4.07
2022-04-21,heating oil,4.03
2022-04-22,heating oil,4.05
2022-04-23,heating oil,
2022-04-24,heating oil,
2022-04-25,heating oil,4.22
2022-04-26,heating oil,4.51
2022-04-27,heating oil,4.80
2022-04-28,heating oil,5.07
2022-04-29,heating oil,4.53
2022-04-30,heating oil,
2022-05-01,heating oil,
2022-05-02,heating oil,5.06
2022-05-03,heating oil,4.88
2022-05-04,heating oil,4.91
2022-05-05,heating oil,4.86
2022-05-06,heating oil,4.66
2022-05-07,heating oil,
2022-05-08,heating oil,
2022-05-09,heating oil,4.66
2022-05-10,heating oil,4.70
2022-05-11,heating oil,4.93
2022-05-12,heating oil,4.92
2022-05-13,heating oil,4.93
2022-05-14,heating oil,
2022-05-15,heating oil,
2022-05-16,heating oil,5.15
2022-05-17,heating oil,5.04
2022-05-18,heating oil,4.28
2022-05-19,heating oil,3.95
2022-05-20,heating oil,3.93
2022-05-21,heating oil,
2022-05-22,heating oil,
2022-05-23,heating oil,3.89
2022-05-24,heating oil,3.91
2022-05-25,heating oil,3.99
2022-05-26,heating oil,3.96
2022-05-27,heating oil,3.90
2022-05-28,heating oil,
2022-05-29,heating oil,
2022-05-30,heating oil,
2022-05-31,heating oil,3.91
2022-06-01,heating oil,4.15
2022-06-02,heating oil,4.22
2022-06-03,heating oil,4.28
2022-06-04,heating oil,
2022-06-05,heating oil,
2022-06-06,heating oil,4.32
2022-06-07,heating oil,4.25
2022-06-08,heating oil,4.25
2022-06-09,heating oil,4.38
2022-06-10,heating oil,4.33
2022-06-11,heating oil,
2022-06-12,heating oil,
2022-06-13,heating oil,4.23
2022-06-14,heating oil,4.32
2022-06-15,heating oil,4.45
2022-06-16,heating oil,4.51
2022-06-17,heating oil,4.32
2022-06-18,heating oil,
2022-06-19,heating oil,
2022-06-20,heating oil,
2022-06-21,heating oil,4.32
2022-06-22,heating oil,4.29
2022-06-23,heating oil,4.25
2022-06-24,heating oil,4.30
2022-06-25,heating oil,
2022-06-26,heating oil,
2022-06-27,heating oil,4.18
2022-06-28,heating oil,4.10
2022-06-29,heating oil,3.93
2022-06-30,heating oil,3.82
2022-07-01,heating oil,3.86
2022-07-02,heating oil,
2022-07-03,heating oil,
2022-07-04,heating oil,
2022-07-05,heating oil,3.47
2022-07-06,heating oil,3.31
2022-07-07,heating oil,3.57
2022-07-08,heating oil,3.59
2022-07-09,heating oil,
2022-07-10,heating oil,
2022-07-11,heating oil,3.67
2022-07-12,heating oil,3.55
2022-07-13,heating oil,3.59
2022-07-14,heating oil,3.59
2022-07-15,heating oil,3.62
2022-07-16,heating oil,
2022-07-17,heating oil,
2022-07-18,heating oil,3.55
2022-07-19,heating oil,3.55
2022-07-20,heating oil,3.52
2022-07-21,heating oil,3.50
2022-07-22,heating oil,3.43
2022-07-23,heating oil,
2022-07-24,heating oil,
2022-07-25,heating oil,3.43
2022-07-26,heating oil,3.50
2022-07-27,heating oil,3.65
2022-07-28,heating oil,3.60
2022-07-29,heating oil,3.52
2022-07-30,heating oil,
2022-07-31,heating oil,
2022-08-01,heating oil,3.43
2022-08-02,heating oil,3.35
2022-08-03,heating oil,3.33
2022-08-04,heating oil,3.20
2022-08-05,heating oil,3.08
2022-08-06,heating oil,
2022-08-07,heating oil,
2022-08-08,heating oil,3.06
2022-08-09,heating oil,3.22
2022-08-10,heating oil,3.21
2022-08-11,heating oil,3.27
2022-08-12,heating oil,3.30
2022-08-13,heating oil,
2022-08-14,heating oil,
2022-08-15,heating oil,3.29
2022-08-16,heating oil,3.31
2022-08-17,heating oil,3.43
2022-08-18,heating oil,3.47
2022-08-19,heating oil,3.52
2022-08-20,heating oil,
2022-08-21,heating oil,
2022-08-22,heating oil,3.60
2022-08-23,heating oil,3.66
2022-08-24,heating oil,3.85
2022-08-25,heating oil,3.77
2022-08-26,heating oil,3.82
2022-08-27,heating oil,
2022-08-28,heating oil,
2022-08-29,heating oil,3.74
2022-08-30,heating oil,3.63
2022-08-31,heating oil,3.52
2022-09-01,heating oil,3.41
2022-09-02,heating oil,3.48
2022-09-03,heating oil,
2022-09-04,heating oil,
2022-09-05,heating oil,
2022-09-06,heating oil,3.43
2022-09-07,heating oil,3.43
2022-09-08,heating oil,3.40
2022-09-09,heating oil,3.44
2022-09-10,heating oil,
2022-09-11,heating oil,
2022-09-12,heating oil,3.47
2022-09-13,heating oil,3.41
2022-09-14,heating oil,3.24
2022-09-15,heating oil,3.08
2022-09-16,heating oil,3.04
2022-09-17,heating oil,
2022-09-18,heating oil,
2022-09-19,heating oil,3.14
2022-09-20,heating oil,3.19
2022-09-21,heating oil,3.16
2022-09-22,heating oil,3.23
2022-09-23,heating oil,3.08
2022-09-24,heating oil,
2022-09-25,heating oil,
2022-09-26,heating oil,2.97
2022-09-27,heating oil,3.08
2022-09-28,heating oil,3.28
2022-09-29,heating oil,3.23
2022-09-30,heating oil,3.24
2022-10-01,heating oil,
2022-10-02,heating oil,
2022-10-03,heating oil,3.34
2022-10-04,heating oil,3.49
2022-10-05,heating oil,3.75
2022-10-06,heating oil,3.93
2022-10-07,heating oil,4.07
2022-10-08,heating oil,
2022-10-09,heating oil,
2022-10-10,heating oil,
2022-10-11,heating oil,4.09
2022-10-12,heating oil,4.08
2022-10-13,heating oil,4.45
2022-10-14,heating oil,4.54
2022-10-15,heating oil,
2022-10-16,heating oil,
2022-10-17,heating oil,4.64
2022-10-18,heating oil,4.53
2022-10-19,heating oil,4.40
2022-10-20,heating oil,4.15
2022-10-21,heating oil,4.14
2022-10-22,heating oil,
2022-10-23,heating oil,
2022-10-24,heating oil,4.12
2022-10-25,heating oil,4.04
2022-10-26,heating oil,4.23
2022-10-27,heating oil,4.42
2022-10-28,heating oil,4.54
2022-10-29,heating oil,
2022-10-30,heating oil,
2022-10-31,heating oil,4.29
2022-11-01,heating oil,4.00
2022-11-02,heating oil,3.48
2022-11-03,heating oil,4.46
2022-11-04,heating oil,4.55
2022-11-05,heating oil,
2022-11-06,heating oil,
2022-11-07,heating oil,4.47
2022-11-08,heating oil,4.47
2022-11-09,heating oil,4.35
2022-11-10,heating oil,4.29
2022-11-11,heating oil,
2022-11-12,heating oil,
2022-11-13,heating oil,
2022-11-14,heating oil,4.24
2022-11-15,heating oil,4.34
2022-11-16,heating oil,3.82
2022-11-17,heating oil,3.61
2022-11-18,heating oil,3.60
2022-11-19,heating oil,
2022-11-20,heating oil,
2022-11-21,heating oil,3.37
2022-11-22,heating oil,3.48
2022-11-23,heating oil,3.36
2022-11-24,heating oil,
2022-11-25,heating oil,3.29
2022-11-26,heating oil,
2022-11-27,heating oil,
2022-11-28,heating oil,2.97
2022-11-29,heating oil,3.10
2022-11-30,heating oil,3.18
2022-12-01,heating oil,3.09
2022-12-02,heating oil,3.00
2022-12-03,heating oil,
2022-12-04,heating oil,
2022-12-05,heating oil,2.82
2022-12-06,heating oil,2.73
2022-12-07,heating oil,2.61
2022-12-08,heating oil,2.68
2022-12-09,heating oil,2.62
2022-12-10,heating oil,
2022-12-11,heating oil,
2022-12-12,heating oil,2.75
2022-12-13,heating oil,2.89
2022-12-14,heating oil,3.07
2022-12-15,heating oil,3.09
2022-12-16,heating oil,2.93
2022-12-17,heating oil,
2022-12-18,heating oil,
2022-12-19,heating oil,2.89
2022-12-20,heating oil,2.86
2022-12-21,heating oil,2.99
2022-12-22,heating oil,2.96
2022-12-23,heating oil,3.07
2022-12-24,heating oil,
2022-12-25,heating oil,
2022-12-26,heating oil,
2022-12-27,heating oil,3.19
2022-12-28,heating oil,3.17
2022-12-29,heating oil,3.15
2022-12-30,heating oil,3.13
2022-12-31,heating oil,
2023-01-01,heating oil,
2023-01-02,heating oil,
2023-01-03,heating oil,2.96
2023-01-04,heating oil,2.87
2023-01-05,heating oil,2.86
2023-01-06,heating oil,2.90
2023-01-07,heating oil,
2023-01-08,heating oil,
2023-01-09,heating oil,2.92
2023-01-10,heating oil,2.99
2023-01-11,heating oil,3.07
2023-01-12,heating oil,3.11
2023-01-13,heating oil,3.15
2023-01-14,heating oil,
2023-01-15,heating oil,
2023-01-16,heating oil,
2023-01-17,heating oil,3.15
2023-01-18,heating oil,3.14
2023-01-19,heating oil,3.23
2023-01-20,heating oil,3.31
2023-01-21,heating oil,
2023-01-22,heating oil,
2023-01-23,heating oil,3.41
2023-01-24,heating oil,3.31
2023-01-25,heating oil,3.17
2023-01-26,heating oil,3.20
2023-01-27,heating oil,3.07
2023-01-28,heating oil,
2023-01-29,heating oil,
2023-01-30,heating oil,2.91
2023-01-31,heating oil,3.00
2023-02-01,heating oil,2.82
2023-02-02,heating oil,2.76
2023-02-03,heating oil,2.63
2023-02-04,heating oil,
2023-02-05,heating oil,
2023-02-06,heating oil,2.62
2023-02-07,heating oil,2.75
2023-02-08,heating oil,2.73
2023-02-09,heating oil,2.65
2023-02-10,heating oil,2.68
2023-02-11,heating oil,
2023-02-12,heating oil,
2023-02-13,heating oil,2.70
2023-02-14,heating oil,2.73
2023-02-15,heating oil,2.65
2023-02-16,heating oil,2.58
2023-02-17,heating oil,2.53
2023-02-18,heating oil,
2023-02-19,heating oil,
2023-02-20,heating oil,
2023-02-21,heating oil,2.59
2023-02-22,heating oil,2.50
2023-02-23,heating oil,2.51
2023-02-24,heating oil,2.60
2023-02-25,heating oil,
2023-02-26,heating oil,
2023-02-27,heating oil,2.62
2023-02-28,heating oil,2.64
2023-03-01,heating oil,2.68
2023-03-02,heating oil,2.70
2023-03-03,heating oil,2.74
2023-03-04,heating oil,
2023-03-05,heating oil,
2023-03-06,heating oil,2.74
2023-03-07,heating oil,2.64
2023-03-08,heating oil,2.60
2023-03-09,heating oil,2.51
2023-03-10,heating oil,2.62
2023-03-11,heating oil,
2023-03-12,heating oil,
2023-03-13,heating oil,2.61
2023-03-14,heating oil,2.57
2023-03-15,heating oil,2.46
2023-03-16,heating oil,2.49
2023-03-17,heating oil,2.53
2023-03-18,heating oil,
2023-03-19,heating oil,
2023-03-20,heating oil,2.54
2023-03-21,heating oil,2.54
2023-03-22,heating oil,2.56
2023-03-23,heating oil,2.50
2023-03-24,heating oil,2.54
2023-03-25,heating oil,
2023-03-26,heating oil,
2023-03-27,heating oil,2.60
2023-03-28,heating oil,2.60
2023-03-29,heating oil,2.47
2023-03-30,heating oil,2.46
2023-03-31,heating oil,2.43
